,age_avg,bra_id,cidade,cnae_id,distance,ibge_id,instituicao,num_emp,num_emp_growth,num_emp_growth_5,num_est,num_jobs,opp_gain,rca,wage,wage_avg,wage_growth,wage_growth_5,year,industry_section,industry_class
1915,27.722,4mg080408,Patrocinio,47814,0.684,3148103,IFTM,262,0.044,0.084,91,263,0.252,1.285,128900.31,490.12,0.126,0.213,2008,Comércio,Varejo de artigos do vestuário
1916,28.628,4mg030019,Santa Luzia,47814,0.853,3157807,IFMG,258,0.132,0.133,56,258,-0.185,0.547,156780.20,607.68,0.231,0.257,2009,Comércio,Varejo de artigos do vestuário
1917,29.675,4mg030503,Ouro Preto,47814,0.871,3146107,IFMG,163,0.058,0.092,56,163,-0.203,0.512,75279.07,461.84,0.118,0.206,2008,Comércio,Varejo de artigos do vestuário
1918,27.495,4mg030016,Ribeirao das Neves,47814,0.821,3154606,IFMG,190,0.638,0.18,48,190,-0.086,0.872,95488.85,502.57,0.726,0.264,2008,Comércio,Varejo de artigos do vestuário
1919,28.912,4mg110007,Leopoldina,47814,0.685,3138401,CEFET,203,0.167,0.029,76,204,0.209,1.871,92091.16,451.43,0.264,0.136,2008,Comércio,Varejo de artigos do vestuário
1920,28.468,4mg050204,Janauba,47814,0.716,3135100,IFNMG,205,0.03,0.056,61,205,0.198,1.824,93672.56,456.94,0.077,0.177,2008,Comércio,Varejo de artigos do vestuário
1921,28.688,4mg110002,Cataguases,47814,0.7509999999999999,3115300,IFSudeste,205,0.041,-0.008,73,205,0.053,0.99,96111.82,468.84,0.114,0.099,2008,Comércio,Varejo de artigos do vestuário
1922,27.355,4mg020302,Diamantina,47814,0.78,3121605,IFNMG,211,0.206,0.154,50,211,0.054000000000000006,2.059,101774.24,482.34,0.303,0.279,2008,Comércio,Varejo de artigos do vestuário
1923,27.856,4mg070913,Tres Coracoes,47814,0.787,3169307,IFSUL,222,0.057,0.076,80,222,-0.027999999999999997,0.987,103736.35,467.28,0.125,0.187,2008,Comércio,Varejo de artigos do vestuário
1924,27.513,4mg030019,Santa Luzia,47814,0.8859999999999999,3157807,IFMG,228,0.009,0.112,43,228,-0.27399999999999997,0.477,127408.80,558.81,0.075,0.217,2008,Comércio,Varejo de artigos do vestuário
1925,27.215,4mg030501,Itabirito,47814,0.8440000000000001,3131901,IFMG,246,0.113,0.066,53,251,-0.14800000000000002,1.196,114922.68,457.86,0.222,0.195,2008,Comércio,Varejo de artigos do vestuário
1926,28.395,4mg050505,Pirapora,47814,0.7659999999999999,3151206,IFNMG,162,0.102,0.06,46,162,0.08,1.281,75281.51,464.70,0.163,0.172,2008,Comércio,Varejo de artigos do vestuário
1927,27.348,4mg040005,Paracatu,47814,0.743,3147006,IFTM,287,0.0,0.07,60,287,0.126,1.171,142611.17,496.90,0.049,0.179,2008,Comércio,Varejo de artigos do vestuário
1928,28.164,4mg010103,Curvelo,47814,0.6829999999999999,3120904,CEFET,299,0.137,0.09,88,299,0.25,1.89,141291.87,472.55,0.224,0.218,2008,Comércio,Varejo de artigos do vestuário
1929,30.421,4mg110407,Ponte Nova,47814,0.667,3152105,IFMG,309,0.044,0.052,102,309,0.256,2.167,150454.01,486.91,0.135,0.173,2008,Comércio,Varejo de artigos do vestuário
1930,27.194,4mg110209,Manhuacu,47814,0.674,3139409,IFSudeste,330,0.138,0.111,94,330,0.247,1.881,151217.63,458.24,0.208,0.225,2008,Comércio,Varejo de artigos do vestuário
1931,28.011,4mg060203,Formiga,47814,0.67,3126109,IFMG,348,0.115,0.097,70,348,0.253,2.148,173594.75,498.84,0.215,0.201,2008,Comércio,Varejo de artigos do vestuário
1932,30.32,4mg080204,Ituiutaba,47814,0.7070000000000001,3134202,IFTM,350,-0.089,0.017,98,350,0.17600000000000002,1.543,207032.54,591.52,0.012,0.143,2008,Comércio,Varejo de artigos do vestuário
1933,28.777,4mg110515,Uba,47814,0.654,3169901,IFSudeste,382,0.252,0.056,139,382,0.23600000000000002,1.499,182247.87,477.09,0.414,0.146,2008,Comércio,Varejo de artigos do vestuário
1934,28.875,4mg090112,Teofilo Otoni,47814,0.634,3168606,IFNMG,425,0.171,-0.015,98,425,0.331,1.881,213664.13,502.74,0.342,0.095,2008,Comércio,Varejo de artigos do vestuário
1935,31.422,4mg110311,Muriae,47814,0.622,3143906,IFSudeste,438,0.002,0.04,160,438,0.361,1.722,210700.64,481.05,0.062,0.147,2008,Comércio,Varejo de artigos do vestuário
1936,28.338,4mg070915,Varginha,47814,0.6579999999999999,3170701,CEFET,457,-0.017,0.052,147,458,0.188,0.968,235908.26,515.08,0.036,0.159,2008,Comércio,Varejo de artigos do vestuário
1937,28.914,4mg100412,Timoteo,47814,0.8440000000000001,3168705,CEFET,292,0.081,-0.001,72,292,-0.16,0.799,144334.64,494.30,0.141,0.105,2008,Comércio,Varejo de artigos do vestuário
1938,29.559,4mg110129,Santos Dumont,47814,0.745,3160702,IFSudeste,161,-0.006,0.093,57,161,0.09300000000000001,2.068,72500.53,450.31,0.033,0.194,2008,Comércio,Varejo de artigos do vestuário
1939,28.053,4mg070008,Machado,47814,0.775,3139003,IFSUL,150,0.136,0.074,42,150,0.038,1.799,81592.86,543.95,0.186,0.18,2008,Comércio,Varejo de artigos do vestuário
1940,27.993,4mg030007,Ibirite,47814,0.836,3129806,IFMG,150,-0.062,0.066,44,150,-0.132,0.862,81256.54,541.71,0.089,0.222,2008,Comércio,Varejo de artigos do vestuário
1941,34.067,4mg040100,Arinos,47814,0.823,3104502,IFNMG,15,0.071,0.303,6,15,-0.01,1.549,7485.36,499.02,0.166,0.497,2008,Comércio,Varejo de artigos do vestuário
1942,29.926,4mg030000,Belo Horizonte,47814,0.809,3106200,IFMG,16924,0.153,0.052,2922,16974,-0.161,0.768,15232417.51,897.40,0.304,0.15,2010,Comércio,Varejo de artigos do vestuário
1943,26.059,4mg070703,Carmo de Minas,47814,0.8690000000000001,3114105,IFSUL,17,0.133,0.112,6,17,-0.13,0.73,7601.04,447.12,0.359,0.224,2008,Comércio,Varejo de artigos do vestuário
1944,25.806,4mg050210,Porteirinha,47814,0.826,3152204,IFNMG,36,0.125,0.191,10,36,-0.022000000000000002,1.747,16902.87,469.52,0.246,0.357,2008,Comércio,Varejo de artigos do vestuário
1945,28.054,4mg080100,Campina Verde,47814,0.873,3111101,IFTM,37,0.609,0.05,16,37,-0.153,0.775,17695.96,478.27,0.643,0.163,2008,Comércio,Varejo de artigos do vestuário
1946,29.316,4mg060300,Bom Sucesso,47814,0.843,3108008,IFSudeste,38,-0.073,0.161,13,38,-0.059000000000000004,1.172,17056.37,448.85,-0.022,0.295,2008,Comércio,Varejo de artigos do vestuário
1947,31.186,4mg060400,Bambui,47814,0.815,3105103,IFMG,43,0.049,0.036,25,43,-0.021,0.873,19568.73,455.09,0.175,0.149,2008,Comércio,Varejo de artigos do vestuário
1948,31.451,4mg110508,Rio Pomba,47814,0.8140000000000001,3155801,IFSudeste,51,0.244,0.078,26,51,-0.036000000000000004,1.632,24851.51,487.29,0.42,0.219,2008,Comércio,Varejo de artigos do vestuário
1949,25.868,4mg000107,Nepomuceno,47814,0.799,3144607,CEFET,53,0.178,0.106,31,53,0.036000000000000004,1.545,23613.46,445.54,0.248,0.151,2008,Comércio,Varejo de artigos do vestuário
1950,26.986,4mg070809,Muzambinho,47814,0.764,3144102,IFSUL,71,-0.041,0.064,21,71,0.084,2.034,39541.48,556.92,0.14,0.181,2008,Comércio,Varejo de artigos do vestuário
1951,27.7,4mg080002,Ibia,47814,0.847,3129509,IFTM,80,0.212,0.127,25,80,-0.08800000000000001,1.256,38446.88,480.59,0.349,0.264,2008,Comércio,Varejo de artigos do vestuário
1952,26.31,4mg020100,Aracuai,47814,0.763,3103405,IFNMG,84,0.077,0.073,39,84,0.11199999999999999,2.868,37604.92,447.68,0.107,0.195,2008,Comércio,Varejo de artigos do vestuário
1953,25.407,4mg050611,Salinas,47814,0.732,3157005,IFNMG,91,0.046,0.094,43,91,0.19,1.779,40501.40,445.07,0.105,0.236,2008,Comércio,Varejo de artigos do vestuário
1954,29.505,4mg040002,Joao Pinheiro,47814,0.7709999999999999,3136306,IFTM,93,0.022,0.053,32,93,0.075,1.08,48752.14,524.22,0.118,0.167,2008,Comércio,Varejo de artigos do vestuário
1955,31.126,4mg030018,Sabara,47814,0.815,3156700,IFMG,95,0.173,0.111,33,95,-0.10400000000000001,0.493,46116.51,485.44,0.243,0.224,2008,Comércio,Varejo de artigos do vestuário
1956,29.144,4mg020000,Almenara,47814,0.775,3101706,IFNMG,97,0.244,0.002,32,97,0.076,2.09,43071.90,444.04,0.381,0.128,2008,Comércio,Varejo de artigos do vestuário
1957,28.83,4mg030202,Congonhas,47814,0.898,3118007,IFMG,100,-0.16,0.021,25,100,-0.259,0.472,48236.58,482.37,-0.064,0.159,2008,Comércio,Varejo de artigos do vestuário
1958,28.895,4mg060200,Arcos,47814,0.769,3104205,IFMG,105,0.019,0.097,37,105,0.026000000000000002,0.934,50608.69,481.99,0.16,0.214,2008,Comércio,Varejo de artigos do vestuário
1959,26.915,4mg050305,Januaria,47814,0.7909999999999999,3135209,IFNMG,117,0.083,0.121,34,118,0.043,1.894,53634.35,454.53,0.186,0.249,2008,Comércio,Varejo de artigos do vestuário
1960,27.176,4mg060405,Piumhi,47814,0.7,3151503,IFMG,131,0.191,0.144,35,131,0.237,1.961,60783.31,464.00,0.267,0.266,2008,Comércio,Varejo de artigos do vestuário
1961,28.447,4mg030208,Ouro Branco,47814,0.95,3145901,IFMG,141,-0.014,0.082,48,141,-0.39399999999999996,0.327,63636.42,451.32,0.047,0.189,2008,Comércio,Varejo de artigos do vestuário
1962,28.443,4mg070514,Pouso Alegre,47814,0.677,3152501,IFSUL,481,0.103,0.031,142,481,0.168,1.068,266933.59,554.96,0.199,0.157,2008,Comércio,Varejo de artigos do vestuário
1963,27.792,4mg070913,Tres Coracoes,47814,0.752,3169307,IFSUL,260,0.171,0.127,87,260,0.061,1.184,139242.97,535.55,0.342,0.267,2009,Comércio,Varejo de artigos do vestuário
1964,28.743,4mg070310,Passos,47814,0.614,3147907,IFSUL,505,0.169,0.105,144,505,0.38,2.046,269298.46,533.26,0.331,0.226,2008,Comércio,Varejo de artigos do vestuário
1965,30.034,4mg080000,Araxa,47814,0.68,3104007,CEFET,534,-0.071,0.034,128,534,0.18600000000000003,1.801,303108.74,567.62,-0.032,0.145,2008,Comércio,Varejo de artigos do vestuário
1966,28.022,4mg020100,Aracuai,47814,0.8,3103405,IFNMG,90,0.071,0.112,38,90,0.042,2.013,45599.73,506.66,0.213,0.256,2009,Comércio,Varejo de artigos do vestuário
1967,31.828,4mg030018,Sabara,47814,0.852,3156700,IFMG,93,-0.021,0.071,31,93,-0.175,0.448,51244.75,551.02,0.111,0.19,2009,Comércio,Varejo de artigos do vestuário
1968,29.908,4mg040002,Joao Pinheiro,47814,0.78,3136306,IFTM,98,0.054,0.061,39,98,0.07400000000000001,0.989,56129.73,572.75,0.151,0.179,2009,Comércio,Varejo de artigos do vestuário
1969,27.083,4mg050611,Salinas,47814,0.769,3157005,IFNMG,108,0.187,0.153,50,108,0.113,1.764,53514.96,495.51,0.321,0.297,2009,Comércio,Varejo de artigos do vestuário
1970,28.908,4mg020000,Almenara,47814,0.777,3101706,IFNMG,109,0.124,0.006,37,109,0.07,2.303,55201.16,506.43,0.282,0.128,2009,Comércio,Varejo de artigos do vestuário
1971,29.405,4mg030202,Congonhas,47814,0.888,3118007,IFMG,116,0.16,0.043,38,116,-0.21899999999999997,0.561,58669.75,505.77,0.216,0.167,2009,Comércio,Varejo de artigos do vestuário
1972,27.968,4mg050305,Januaria,47814,0.7879999999999999,3135209,IFNMG,124,0.06,0.103,36,125,0.051,1.877,63028.46,504.23,0.175,0.239,2009,Comércio,Varejo de artigos do vestuário
1973,28.394,4mg060200,Arcos,47814,0.743,3104205,IFMG,132,0.257,0.135,47,132,0.111,1.246,68653.21,520.10,0.357,0.266,2009,Comércio,Varejo de artigos do vestuário
1974,27.657,4mg030208,Ouro Branco,47814,0.9470000000000001,3145901,IFMG,137,-0.028,0.049,40,137,-0.36700000000000005,0.407,72290.06,527.67,0.136,0.172,2009,Comércio,Varejo de artigos do vestuário
1975,27.963,4mg080002,Ibia,47814,0.855,3129509,IFTM,81,0.012,0.027,29,81,-0.08199999999999999,1.16,45570.84,562.60,0.185,0.174,2009,Comércio,Varejo de artigos do vestuário
1976,27.236,4mg060405,Piumhi,47814,0.7170000000000001,3151503,IFMG,140,0.069,0.142,36,140,0.19399999999999998,1.912,70977.10,506.98,0.168,0.268,2009,Comércio,Varejo de artigos do vestuário
1977,30.142,4mg030503,Ouro Preto,47814,0.867,3146107,IFMG,155,-0.049,0.06,52,155,-0.18100000000000002,0.475,80198.59,517.41,0.065,0.186,2009,Comércio,Varejo de artigos do vestuário
1978,28.577,4mg030007,Ibirite,47814,0.855,3129806,IFMG,156,0.04,0.061,44,156,-0.17600000000000002,0.656,91446.75,586.20,0.125,0.191,2009,Comércio,Varejo de artigos do vestuário
1979,28.853,4mg050505,Pirapora,47814,0.7879999999999999,3151206,IFNMG,156,-0.037,0.04,43,156,0.037000000000000005,1.059,81272.76,520.98,0.08,0.16,2009,Comércio,Varejo de artigos do vestuário
1980,30.166,4mg110129,Santos Dumont,47814,0.736,3160702,IFSudeste,169,0.05,0.049,57,169,0.12,2.178,86319.52,510.77,0.191,0.163,2009,Comércio,Varejo de artigos do vestuário
1981,27.408,4mg020302,Diamantina,47814,0.792,3121605,IFNMG,191,-0.095,0.113,47,191,0.024,1.565,100947.54,528.52,-0.008,0.23,2009,Comércio,Varejo de artigos do vestuário
1982,28.762,4mg050204,Janauba,47814,0.696,3135100,IFNMG,202,-0.015,0.05,69,202,0.264,1.857,103657.56,513.16,0.107,0.164,2009,Comércio,Varejo de artigos do vestuário
1983,28.643,4mg110002,Cataguases,47814,0.754,3115300,IFSudeste,213,0.039,-0.024,79,213,0.055,0.96,111413.76,523.07,0.159,0.04,2009,Comércio,Varejo de artigos do vestuário
1984,28.04,4mg030016,Ribeirao das Neves,47814,0.8140000000000001,3154606,IFMG,225,0.184,0.146,60,225,-0.052000000000000005,1.019,131611.62,584.94,0.378,0.246,2009,Comércio,Varejo de artigos do vestuário
1985,29.571,4mg110007,Leopoldina,47814,0.701,3138401,CEFET,231,0.138,0.039,83,231,0.185,2.14,118454.04,512.79,0.286,0.161,2009,Comércio,Varejo de artigos do vestuário
1986,28.338,4mg070008,Machado,47814,0.77,3139003,IFSUL,145,-0.033,0.091,42,145,0.053,1.707,94171.16,649.46,0.154,0.203,2009,Comércio,Varejo de artigos do vestuário
1987,27.635,4mg070809,Muzambinho,47814,0.763,3144102,IFSUL,74,0.042,0.054,23,74,0.10800000000000001,1.764,42462.76,573.82,0.074,0.142,2009,Comércio,Varejo de artigos do vestuário
1988,32.418,4mg110508,Rio Pomba,47814,0.812,3155801,IFSudeste,67,0.314,0.139,33,67,-0.015,1.795,37113.86,553.94,0.493,0.261,2009,Comércio,Varejo de artigos do vestuário
1989,25.2,4mg000107,Nepomuceno,47814,0.802,3144607,CEFET,55,0.038,0.077,27,55,0.051,1.503,26791.65,487.12,0.135,0.184,2009,Comércio,Varejo de artigos do vestuário
1990,28.125,4mg000212,Sao Joao del Rei,47814,0.6859999999999999,3162500,IFSudeste,553,0.022,0.067,128,553,0.212,2.349,251752.67,455.25,0.111,0.181,2008,Comércio,Varejo de artigos do vestuário
1991,28.613,4mg030203,Conselheiro Lafaiete,47814,0.635,3118304,IFMG,585,0.119,0.07,146,587,0.299,2.798,268596.94,457.58,0.212,0.175,2008,Comércio,Varejo de artigos do vestuário
1992,29.144,4mg080306,Patos de Minas,47814,0.584,3148004,IFTM,632,0.107,0.069,193,634,0.424,1.78,341006.82,537.87,0.236,0.191,2008,Comércio,Varejo de artigos do vestuário
1993,28.332,4mg030001,Betim,47814,0.885,3106705,IFMG,774,0.095,0.091,181,777,-0.337,0.357,418860.94,539.08,0.193,0.188,2008,Comércio,Varejo de artigos do vestuário
1994,27.583,4mg070411,Pocos de Caldas,47814,0.672,3151800,IFSUL,916,0.074,0.029,225,917,0.18100000000000002,1.535,499435.13,544.64,0.173,0.133,2008,Comércio,Varejo de artigos do vestuário
1995,29.599,4mg060103,Divinopolis,47814,0.569,3122306,CEFET,1144,0.024,0.053,442,1146,0.37200000000000005,1.898,654038.21,570.71,0.115,0.159,2008,Comércio,Varejo de artigos do vestuário
1996,27.944,4mg100404,Ipatinga,47814,0.779,3131307,IFMG,1311,0.093,0.075,315,1311,-0.044000000000000004,1.069,663932.91,506.43,0.224,0.195,2008,Comércio,Varejo de artigos do vestuário
1997,29.305,4mg100209,Governador Valadares,47814,0.556,3127701,IFMG,1484,0.018,0.03,316,1486,0.43200000000000005,2.571,824739.52,555.01,0.129,0.146,2008,Comércio,Varejo de artigos do vestuário
1998,28.682,4mg050413,Montes Claros,47814,0.614,3143302,IFNMG,1513,0.097,0.097,364,1514,0.335,1.884,748469.99,494.37,0.178,0.214,2008,Comércio,Varejo de artigos do vestuário
1999,29.095,4mg080505,Uberaba,47814,0.564,3170107,IFTM,1531,0.032,0.038,370,1535,0.43200000000000005,1.66,911245.01,593.65,0.129,0.158,2008,Comércio,Varejo de artigos do vestuário
2000,28.497,4mg030005,Contagem,47814,0.634,3118601,CEFET,1549,0.102,0.121,315,1550,0.135,0.634,917197.00,591.74,0.233,0.236,2008,Comércio,Varejo de artigos do vestuário
2001,29.564,4mg080609,Uberlandia,47814,0.578,3170206,IFTM,2547,-0.037,0.027,536,2549,0.354,1.226,1658156.71,650.51,0.068,0.14,2008,Comércio,Varejo de artigos do vestuário
2002,28.728,4mg110111,Juiz de Fora,47814,0.63,3136702,IFSudeste,2914,0.201,0.052,775,2922,0.217,1.681,1596448.35,546.36,0.341,0.154,2008,Comércio,Varejo de artigos do vestuário
2003,27.222,4mg070407,Inconfidentes,47814,0.92,3130606,IFSUL,9,1.25,-0.224,6,9,-0.267,0.448,4460.42,495.60,1.351,-0.16,2009,Comércio,Varejo de artigos do vestuário
2004,32.636,4mg100311,Sao Joao Evangelista,47814,0.902,3162807,IFMG,11,0.0,0.095,5,11,-0.195,0.529,5350.22,486.38,0.123,0.228,2009,Comércio,Varejo de artigos do vestuário
2005,28.533,4mg040100,Arinos,47814,0.8370000000000001,3104502,IFNMG,15,0.0,0.084,9,15,-0.032,1.054,7683.15,512.21,0.026,0.196,2009,Comércio,Varejo de artigos do vestuário
2006,29.611,4mg070703,Carmo de Minas,47814,0.888,3114105,IFSUL,18,0.059,0.104,6,18,-0.16399999999999998,0.819,9330.22,518.35,0.227,0.218,2009,Comércio,Varejo de artigos do vestuário
2007,29.086,4mg080100,Campina Verde,47814,0.8240000000000001,3111101,IFTM,35,-0.054,-0.016,13,35,-0.019,1.146,19414.78,554.71,0.097,0.111,2009,Comércio,Varejo de artigos do vestuário
2008,32.2,4mg060300,Bom Sucesso,47814,0.799,3108008,IFSudeste,40,0.053,0.127,17,40,0.064,1.882,20541.81,513.55,0.204,0.271,2009,Comércio,Varejo de artigos do vestuário
2009,25.674,4mg050210,Porteirinha,47814,0.823,3152204,IFNMG,43,0.194,0.154,11,43,0.0,2.104,22946.09,533.63,0.358,0.323,2009,Comércio,Varejo de artigos do vestuário
2010,30.167,4mg060400,Bambui,47814,0.8390000000000001,3105103,IFMG,54,0.256,0.14,26,54,-0.054000000000000006,0.935,28414.69,526.20,0.452,0.274,2009,Comércio,Varejo de artigos do vestuário
2011,29.006,4mg000002,Barbacena,47814,0.6759999999999999,3105608,IFSudeste,531,-0.036,0.076,145,531,0.25,1.556,267953.40,504.62,0.045,0.216,2008,Comércio,Varejo de artigos do vestuário
2012,33.0,4mg100311,Sao Joao Evangelista,47814,0.853,3162807,IFMG,11,0.1,0.066,7,11,-0.099,0.72,6061.93,551.09,0.179,0.162,2011,Comércio,Varejo de artigos do vestuário
2013,30.309,4mg030000,Belo Horizonte,47814,0.805,3106200,IFMG,17192,0.062,0.045,3100,17226,-0.139,0.721,19131858.25,1110.64,0.177,0.161,2012,Comércio,Varejo de artigos do vestuário
2014,25.6,4mg070407,Inconfidentes,47814,0.8290000000000001,3130606,IFSUL,15,0.5,0.246,9,15,-0.049,1.191,8815.63,587.71,0.61,0.365,2011,Comércio,Varejo de artigos do vestuário
2015,29.056,4mg030005,Contagem,47814,0.672,3118601,CEFET,2135,0.008,0.087,444,2135,0.037000000000000005,0.729,2047365.21,958.95,0.149,0.224,2012,Comércio,Varejo de artigos do vestuário
2016,30.704,4mg110111,Juiz de Fora,47814,0.625,3136702,IFSudeste,3103,-0.026,0.05,864,3114,0.22899999999999998,1.426,2682968.40,861.58,0.08,0.176,2012,Comércio,Varejo de artigos do vestuário
2017,29.669,4mg080609,Uberlandia,47814,0.537,3170206,IFTM,3382,0.085,0.05,760,3386,0.414,1.301,3546788.50,1047.49,0.242,0.18,2012,Comércio,Varejo de artigos do vestuário
2018,32.636,4mg100311,Sao Joao Evangelista,47814,0.895,3162807,IFMG,11,-0.083,0.129,4,11,-0.187,0.679,4766.06,433.28,0.009,0.288,2008,Comércio,Varejo de artigos do vestuário
2019,28.364,4mg040100,Arinos,47814,0.84,3104502,IFNMG,11,-0.083,-0.06,7,11,-0.035,0.381,7098.23,645.29,-0.168,-0.011,2013,Comércio,Varejo de artigos do vestuário
2020,30.6,4mg100311,Sao Joao Evangelista,47814,0.846,3162807,IFMG,15,0.25,0.064,8,15,-0.073,0.946,10231.15,682.08,0.364,0.165,2013,Comércio,Varejo de artigos do vestuário
2021,31.062,4mg070407,Inconfidentes,47814,0.838,3130606,IFSUL,16,0.143,0.32,11,16,-0.067,1.206,11278.40,704.90,0.304,0.428,2013,Comércio,Varejo de artigos do vestuário
2022,29.391,4mg070703,Carmo de Minas,47814,0.87,3114105,IFSUL,23,-0.281,0.062,9,23,-0.126,0.78,16248.06,706.44,-0.298,0.164,2013,Comércio,Varejo de artigos do vestuário
2023,30.378,4mg060300,Bom Sucesso,47814,0.81,3108008,IFSudeste,45,-0.1,0.034,19,45,0.024,1.532,34674.26,770.54,-0.001,0.152,2013,Comércio,Varejo de artigos do vestuário
2024,29.06,4mg050413,Montes Claros,47814,0.626,3143302,IFNMG,2022,-0.116,0.08,490,2025,0.32899999999999996,1.812,1604427.24,792.31,-0.161,0.204,2012,Comércio,Varejo de artigos do vestuário
2025,28.5,4mg080100,Campina Verde,47814,0.804,3111101,IFTM,58,0.526,0.094,18,58,0.028999999999999998,1.42,43765.42,754.58,0.667,0.199,2013,Comércio,Varejo de artigos do vestuário
2026,28.507,4mg070809,Muzambinho,47814,0.75,3144102,IFSUL,75,-0.051,0.011,24,75,0.124,1.666,59758.74,796.78,0.001,0.086,2013,Comércio,Varejo de artigos do vestuário
2027,29.55,4mg060400,Bambui,47814,0.807,3105103,IFMG,80,0.111,0.132,33,80,0.008,1.117,58187.66,727.35,0.193,0.244,2013,Comércio,Varejo de artigos do vestuário
2028,27.037,4mg000107,Nepomuceno,47814,0.777,3144607,CEFET,82,0.123,0.091,44,82,0.067,1.737,58001.94,707.34,0.133,0.197,2013,Comércio,Varejo de artigos do vestuário
2029,29.043,4mg080002,Ibia,47814,0.8,3129509,IFTM,93,-0.07,0.031,29,93,0.027999999999999997,1.727,83097.88,893.53,0.024,0.167,2013,Comércio,Varejo de artigos do vestuário
2030,29.167,4mg020100,Aracuai,47814,0.759,3103405,IFNMG,114,-0.034,0.063,48,114,0.121,2.488,88036.40,772.25,0.068,0.185,2013,Comércio,Varejo de artigos do vestuário
2031,31.293,4mg030018,Sabara,47814,0.846,3156700,IFMG,116,-0.017,0.041,42,116,-0.162,0.398,91099.60,785.34,0.077,0.146,2013,Comércio,Varejo de artigos do vestuário
2032,28.417,4mg050305,Januaria,47814,0.785,3135209,IFNMG,151,0.11,0.052,40,151,0.062,1.645,115910.08,767.62,0.285,0.167,2013,Comércio,Varejo de artigos do vestuário
2033,31.136,4mg110508,Rio Pomba,47814,0.804,3155801,IFSudeste,154,1.61,0.247,30,154,0.003,2.697,113922.18,739.75,1.751,0.356,2013,Comércio,Varejo de artigos do vestuário
2034,27.333,4mg050611,Salinas,47814,0.743,3157005,IFNMG,156,0.0,0.114,74,156,0.15,2.182,112959.95,724.10,0.09,0.228,2013,Comércio,Varejo de artigos do vestuário
2035,27.887,4mg050210,Porteirinha,47814,0.797,3152204,IFNMG,71,0.34,0.145,18,71,0.042,2.488,53513.34,753.71,0.505,0.259,2013,Comércio,Varejo de artigos do vestuário
2036,29.805,4mg080505,Uberaba,47814,0.5920000000000001,3170107,IFTM,1808,-0.009,0.04,412,1808,0.354,1.43,1626516.99,899.62,0.136,0.15,2012,Comércio,Varejo de artigos do vestuário
2037,29.484,4mg100404,Ipatinga,47814,0.7040000000000001,3131307,IFMG,1479,-0.043,0.043,355,1479,0.125,1.21,1211501.92,819.14,0.101,0.174,2012,Comércio,Varejo de artigos do vestuário
2038,30.075,4mg060103,Divinopolis,47814,0.574,3122306,CEFET,1399,-0.038,0.046,476,1400,0.353,1.827,1217229.37,869.45,0.103,0.157,2012,Comércio,Varejo de artigos do vestuário
2039,27.325,4mg040005,Paracatu,47814,0.745,3147006,IFTM,332,-0.098,0.03,75,332,0.124,0.945,254074.28,765.28,0.024,0.133,2012,Comércio,Varejo de artigos do vestuário
2040,31.29,4mg110407,Ponte Nova,47814,0.708,3152105,IFMG,334,-0.046,0.024,112,334,0.172,1.384,236994.65,709.57,0.066,0.123,2012,Comércio,Varejo de artigos do vestuário
2041,28.913,4mg010103,Curvelo,47814,0.677,3120904,CEFET,342,0.009,0.054,102,343,0.271,1.784,247663.96,722.05,0.134,0.165,2012,Comércio,Varejo de artigos do vestuário
2042,29.248,4mg030501,Itabirito,47814,0.825,3131901,IFMG,363,0.171,0.104,86,363,-0.084,1.258,248301.87,684.03,0.308,0.214,2012,Comércio,Varejo de artigos do vestuário
2043,30.63,4mg100412,Timoteo,47814,0.78,3168705,CEFET,413,0.154,0.089,94,413,-0.052000000000000005,1.333,349969.09,847.38,0.411,0.226,2012,Comércio,Varejo de artigos do vestuário
2044,31.858,4mg080204,Ituiutaba,47814,0.679,3134202,IFTM,422,0.01,0.019,122,422,0.23800000000000002,1.518,356816.77,845.54,0.154,0.118,2012,Comércio,Varejo de artigos do vestuário
2045,29.004,4mg110515,Uba,47814,0.659,3169901,IFSudeste,505,0.1,0.106,188,505,0.213,1.391,374272.17,741.13,0.217,0.238,2012,Comércio,Varejo de artigos do vestuário
2046,29.821,4mg080000,Araxa,47814,0.7,3104007,CEFET,524,-0.024,-0.018,134,524,0.162,1.366,484456.73,924.54,0.124,0.091,2012,Comércio,Varejo de artigos do vestuário
2047,31.495,4mg110311,Muriae,47814,0.644,3143906,IFSudeste,539,-0.002,0.043,223,543,0.316,1.681,399016.99,734.84,0.099,0.15,2012,Comércio,Varejo de artigos do vestuário
2048,29.095,4mg000002,Barbacena,47814,0.691,3105608,IFSudeste,591,0.021,0.014,165,592,0.209,1.467,460690.50,778.19,0.186,0.124,2012,Comércio,Varejo de artigos do vestuário
2049,29.872,4mg070915,Varginha,47814,0.635,3170701,CEFET,594,0.084,0.05,187,595,0.24600000000000002,0.99,451810.59,759.35,0.256,0.147,2012,Comércio,Varejo de artigos do vestuário
2050,28.795,4mg070310,Passos,47814,0.607,3147907,IFSUL,608,-0.007,0.071,176,610,0.377,1.951,516616.69,846.91,0.114,0.206,2012,Comércio,Varejo de artigos do vestuário
2051,29.971,4mg090112,Teofilo Otoni,47814,0.617,3168606,IFNMG,619,0.221,0.113,127,620,0.35100000000000003,2.163,476883.94,769.17,0.397,0.245,2012,Comércio,Varejo de artigos do vestuário
